# Constructed from biom file
#OTU ID	LFG_AM (LFM)	LSG_AM (LSM)	LSG_AFO	LSG_Unknown	LSG_AFY	RSG_AM_2	RSG_AM (RSM)	RSG_SubAM_1	UNKG_Unknown_1	UNKG_Unknown_2	UNKG_Unknown_3	UNKG_Unknown_4	UNKG_Unknown_5	UNKG_Unknown_6	UNKG_Unknown_7	UNKG_Unknown_8	UNKG_Unknown_9	UNKG_Unknown_10	UNKG_Unknown_11	UNKG_Unknown_12	UNKG_Unknown_13	UNKG_Unknown_14	UNKG_Unknown_15	UNKG_Unknown_16	UNKG_Unknown_17	UNKG_Unknown_18	UNKG_Unknown_19	UNKG_Unknown_20	UNKG_Unknown_21	UNKG_Unknown_22	UNKG_Unknown_23	UNKG_Unknown_24	UNKG_Unknown_25	UNKG_Unknown_26	UNKG_Unknown_27	UNKG_Unknown_28	UNKG_Unknown_29	UNKG_Unknown_30	UNKG_Unknown_31	UNKG_Unknown_32
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	69934.0	221633.0	203386.0	56342.0	120878.0	56391.0	225803.0	55114.0	48139.0	49080.0	72769.0	59889.0	54038.0	58435.0	70837.0	63250.0	52826.0	47692.0	59200.0	57456.0	37681.0	50629.0	66987.0	46476.0	63543.0	69577.0	52304.0	62527.0	56393.0	58298.0	59479.0	55727.0	73621.0	47139.0	61350.0	65424.0	62473.0	59712.0	59092.0	56039.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	53.0	333.0	360.0	114.0	142.0	45.0	354.0	52.0	62.0	101.0	96.0	74.0	43.0	94.0	156.0	115.0	49.0	153.0	191.0	51.0	51.0	100.0	231.0	45.0	38.0	109.0	63.0	82.0	125.0	49.0	75.0	199.0	88.0	30.0	40.0	209.0	55.0	78.0	38.0	47.0
k__Bacteria;p__Firmicutes;c__OPB54;o__	3.0	5.0	2.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	1.0	0.0	2.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__	1.0	0.0	1.0	0.0	9.0	0.0	1.0	1.0	0.0	0.0	4.0	1.0	0.0	1.0	3.0	0.0	0.0	3.0	3.0	0.0	4.0	4.0	0.0	5.0	15.0	0.0	0.0	2.0	1.0	2.0	0.0	5.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	1.0	2.0	1.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	3.0	1.0	3.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	46.0	80.0	220.0	34.0	104.0	31.0	77.0	28.0	28.0	11.0	24.0	12.0	15.0	16.0	101.0	10.0	22.0	120.0	149.0	17.0	113.0	109.0	98.0	209.0	75.0	147.0	64.0	51.0	59.0	65.0	205.0	42.0	159.0	14.0	23.0	33.0	57.0	53.0	36.0	26.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	54.0	99.0	110.0	46.0	50.0	9.0	70.0	7.0	53.0	22.0	36.0	26.0	29.0	18.0	38.0	16.0	35.0	43.0	39.0	23.0	28.0	22.0	18.0	28.0	33.0	20.0	13.0	53.0	29.0	45.0	54.0	20.0	33.0	19.0	25.0	13.0	35.0	43.0	19.0	8.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	33.0	163.0	192.0	46.0	78.0	14.0	57.0	5.0	9.0	2.0	8.0	2.0	5.0	16.0	75.0	18.0	11.0	50.0	110.0	34.0	13.0	24.0	29.0	21.0	27.0	4.0	42.0	24.0	20.0	13.0	50.0	36.0	5.0	5.0	5.0	113.0	6.0	5.0	12.0	5.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	1.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	0.0	3.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	8.0	39.0	10.0	10.0	11.0	7.0	11.0	5.0	0.0	0.0	6.0	3.0	3.0	3.0	3.0	0.0	3.0	10.0	13.0	9.0	2.0	0.0	3.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	2.0	4.0	38.0	0.0	7.0	0.0	0.0	9.0	8.0	1.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.0	1.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__CW040	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales	6.0	24.0	27.0	17.0	14.0	0.0	11.0	5.0	0.0	3.0	2.0	0.0	3.0	6.0	5.0	1.0	10.0	10.0	20.0	3.0	6.0	7.0	13.0	7.0	0.0	6.0	4.0	7.0	5.0	8.0	22.0	1.0	5.0	2.0	3.0	1.0	5.0	2.0	5.0	2.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39	1616.0	4882.0	2653.0	918.0	3042.0	1172.0	13697.0	2194.0	2434.0	2515.0	2209.0	1817.0	1317.0	3168.0	1278.0	459.0	928.0	3025.0	1905.0	1253.0	3327.0	1518.0	206.0	1706.0	1936.0	221.0	895.0	1163.0	2465.0	1368.0	1957.0	3565.0	540.0	639.0	1550.0	1059.0	1045.0	2265.0	1376.0	2692.0
k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28	99.0	116.0	112.0	39.0	78.0	19.0	86.0	15.0	16.0	30.0	42.0	25.0	17.0	41.0	31.0	4.0	23.0	91.0	5.0	12.0	27.0	27.0	21.0	29.0	25.0	40.0	66.0	86.0	20.0	38.0	76.0	78.0	47.0	53.0	76.0	17.0	59.0	60.0	22.0	31.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__HA64	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	1914.0	3718.0	26.0	1.0	7.0	3462.0	3572.0	2639.0	1.0	672.0	20.0	7.0	335.0	1755.0	0.0	0.0	1546.0	0.0	7.0	0.0	0.0	9.0	0.0	0.0	2.0	0.0	4568.0	222.0	0.0	1.0	43.0	284.0	427.0	5131.0	324.0	7.0	1516.0	689.0	71.0	579.0
