#OTU ID	UNKGMB37.S143.L001.001	UNKGMB10.S83.L001.001	UNKGMB19.S92.L001.001	UNKGMB7.S80.L001.001	UNKGMB6.S79.L001.001	UNKGMB38.S152.L001.001	LSGMB16.S61.L001.001	UNKGMB5.S78.L001.001	UNKGMB24.S97.L001.001	UNKGMB26.S115.L001.001	LSGMB10.S55.L001.001	UNKGMB28.S133.L001.001	RSGMB3.S68.L001.001	LFGMB1.S73.L001.001	RSGMB4.S69.L001.001	UNKGMB36.S134.L001.001	RSGMB5.S70.L001.001	UNKGMB12.S85.L001.001	G12MB13.S111.L001.001	UNKGMB25.S106.L001.001	RSGMB6.S71.L001.001	G12MB10.S164.L001.001	UNKGMB30.S151.L001.001	UNKGMB14.S87.L001.001	UNKGMB13.S86.L001.001	G2MB7.S144.L001.001	UNKGMB8.S81.L001.001	G12MB2.S163.L001.001	AGMB6.S121.L001.001	UNKGMB21.S94.L001.001	G12MB17.S138.L001.001	G2MB14.S136.L001.001	LSGMB14.S59.L001.001	G12MB7.S137.L001.001	LSGMB11.S56.L001.001	UNKGMB34.S116.L001.001	UNKGMB20.S93.L001.001	G2MB6.S135.L001.001	RSGMB7.S72.L001.001	LSGMB15.S60.L001.001	UNKGMB27.S124.L001.001	UNKGMB29.S142.L001.001	RSGMB1.S66.L001.001	URGMB11.S132.L001.001	G2MB12.S118.L001.001	LSGMB13.S58.L001.001	URGMB13.S150.L001.001	URGMB12.S141.L001.001	LSGMB20.S65.L001.001	UNKGMB33.S107.L001.001	LSGMB1.S46.L001.001	LSGMB17.S62.L001.001	G2MB9.S162.L001.001	G2MB11.S109.L001.001	G12MB14.S120.L001.001	URGMB2.S122.L001.001	G2MB3.S108.L001.001	URGMB5.S149.L001.001	G12MB3.S101.L001.001	G2MB13.S127.L001.001	G12MB11.S102.L001.001	G2MB10.S100.L001.001	G12MB4.S110.L001.001	URGMB4.S140.L001.001	URGMB6.S158.L001.001	G12MB1.S154.L001.001	G2MB15.S145.L001.001	URGMB14.S159.L001.001	AGMB2.S156.L001.001	AGMB7.S130.L001.001	UNKGMB35.S125.L001.001	URGMB3.S131.L001.001	LSGMB19.S64.L001.001	FRCMB4.S166.L001.001	AGMB1.S147.L001.001	FRCMB1.S139.L001.001	UNKGMB18.S91.L001.001	UNKGMB23.S96.L001.001	UNKGMB17.S90.L001.001	AGMB5.S112.L001.001	UNKGMB22.S95.L001.001	UNKGMB4.S77.L001.001	UNKGMB15.S88.L001.001	G12MB5.S119.L001.001	G12MB16.S129.L001.001	G2MB4.S117.L001.001	UNKGMB9.S82.L001.001	G2MB8.S153.L001.001	G2MB2.S99.L001.001	UNKGMB11.S84.L001.001	URGMB8.S105.L001.001	URGMB7.S167.L001.001	G12MB9.S155.L001.001	URGMB9.S114.L001.001	AGMB3.S165.L001.001	G12MB6.S128.L001.001	G12MB8.S146.L001.001	FRCMB2.S148.L001.001	URGMB10.S123.L001.001	FRCMB3.S157.L001.001	AGMB4.S103.L001.001	URGMB1.S113.L001.001	FRCMB5.S104.L001.001	G2MB1.S161.L001.001
337495	6	2	1	0	1	2	1	3	2	1	4	5	1	0	2	2	0	0	0	9	0	0	1	1	1	0	3	0	0	2	0	0	2	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	1	0	3	0	1	1	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0
337468	15	13	14	3	2	6	18	2	15	11	7	12	5	9	7	16	17	15	0	10	5	0	22	8	12	0	1	0	0	11	0	12	14	0	14	15	10	0	3	22	15	14	6	0	1	9	0	0	4	19	6	14	0	68	0	0	0	0	0	37	0	0	0	0	0	0	1	0	0	0	15	0	5	0	0	1	15	9	6	0	13	2	12	0	0	0	7	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336931	3	1	3	1	2	1	6	2	0	0	1	0	0	0	2	0	1	5	0	0	0	0	3	0	2	0	1	0	0	0	0	0	2	0	0	1	3	0	17	2	0	1	2	0	0	2	0	0	6	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	4	1	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
336836	2	0	0	0	1	2	2	0	0	0	1	0	0	0	2	0	1	1	0	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	2	1	0	4	1	1	0	1	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	1	1	7	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
336745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336983	1	3	0	2	3	1	2	13	0	0	1	0	0	3	4	2	3	0	0	1	2	0	1	1	4	0	1	0	0	0	0	0	1	0	1	0	1	0	3	0	0	2	1	0	0	1	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336947	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	1	0	0	1	0	0	2	1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	2	1	2	0	0	0	1	0	0	0	1	0	2	0
337303	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337202	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
337465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337345	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3374709	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337511	0	1	0	0	1	4	5	0	0	0	0	0	3	1	0	2	0	2	0	0	0	0	5	0	0	0	1	0	0	0	0	0	2	0	0	1	2	0	1	0	3	0	0	0	0	3	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337619	3	0	1	0	0	0	1	2	0	0	0	3	0	0	2	1	1	0	0	1	0	0	2	1	0	0	0	0	0	1	0	0	2	1	6	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337551	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	4	3	0	0	2	1	0	0	1	1	0	0	0	1	0	0	0	0	2	0	2	0	0	0	1	0	0	0	1	0	1	0	2	2	0	0	0	1	0	0	0	0	0	1	0	0	1	3	2
337538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337550	0	2	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337580	0	0	0	0	0	4	2	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337762	12	5	2	0	0	0	2	1	0	4	2	4	2	2	1	0	4	12	14	0	0	12	0	1	9	0	2	0	6	0	3	5	5	2	0	2	1	9	1	2	4	0	0	11	13	1	4	3	0	0	1	2	3	8	1	24	6	11	8	9	7	5	20	20	16	0	10	3	8	4	1	10	1	0	0	0	0	0	1	6	2	8	1	6	1	5	2	0	8	0	22	14	7	17	23	4	5	0	0	0	20	2	4	2
337727	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337784	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
337946	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
338049	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
339504	20	24	13	3	4	29	11	3	1	0	16	0	26	0	0	6	0	25	26	2	15	26	8	16	8	11	26	3	7	2	6	15	14	84	0	33	2	2	8	8	40	0	3	18	77	13	7	15	11	14	8	15	0	8	2	10	5	13	3	16	21	16	46	2	13	15	4	18	6	5	21	5	22	0	0	1	3	7	11	12	54	2	27	5	27	10	15	2	63	17	8	8	4	38	27	3	4	0	7	0	25	37	1	9
338198	16	20	13	14	25	16	14	24	14	12	13	9	20	22	19	9	10	10	0	27	0	25	28	19	19	0	11	27	0	10	41	6	18	0	6	17	16	0	3	11	9	9	7	0	10	13	15	5	20	20	3	11	112	0	50	11	0	9	0	0	48	0	0	22	1	0	3	18	0	0	25	26	11	1	0	1	23	15	9	0	19	6	15	30	8	5	11	1	5	7	23	0	0	15	0	58	0	0	5	0	0	18	0	0
338192	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338156	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
338994	11	10	5	5	4	13	3	14	1	5	10	5	18	22	5	5	5	6	0	6	6	0	6	2	3	0	4	0	0	6	0	0	1	0	7	1	4	0	3	5	5	1	9	0	0	3	0	0	7	11	12	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	10	0	0	1	3	4	21	0	5	7	1	0	0	0	15	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
338243	2	13	5	3	3	0	6	2	0	2	4	2	3	1	5	8	8	23	0	3	0	1	4	30	18	0	0	0	0	2	0	0	8	0	0	0	0	0	3	1	2	1	4	0	0	5	1	0	0	1	4	2	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	4	2	4	0	6	6	8	0	0	0	1	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0
338224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
338321	0	2	3	0	4	0	0	23	0	0	4	1	10	5	3	3	4	9	13	1	0	5	7	9	5	24	2	8	11	0	14	4	0	14	2	0	4	9	0	0	1	0	8	19	23	11	24	6	0	2	1	0	8	17	4	33	16	12	6	10	23	25	19	9	15	82	3	4	6	3	0	8	3	0	3	1	15	1	2	5	0	6	1	9	6	5	0	7	10	3	14	11	3	24	9	5	1	0	5	0	12	20	3	9
338267	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
338301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
338355	0	0	0	0	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
338781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3387602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
