# Constructed from biom file
#OTU ID	UNKGMB37	UNKGMB10	UNKGMB19	UNKGMB7	UNKGMB6	UNKGMB38	LSGMB16	UNKGMB5	UNKGMB24	UNKGMB26	LSGMB10	UNKGMB28	RSGMB3	LFGMB1	RSGMB4	UNKGMB36	RSGMB5	UNKGMB12	G12MB13	UNKGMB25	RSGMB6	G12MB10	UNKGMB30	UNKGMB14	UNKGMB13	G2MB7	UNKGMB8	G12MB2	AGMB6	UNKGMB21	G12MB17	G2MB14	LSGMB14	G12MB7	LSGMB11	UNKGMB34	UNKGMB20	G2MB6	RSGMB7	LSGMB15	UNKGMB27	UNKGMB29	RSGMB1	URGMB11	G2MB12	LSGMB13	URGMB13	URGMB12	LSGMB20	UNKGMB33	LSGMB1	LSGMB17	G2MB9	G2MB11	G12MB14	URGMB2	G2MB3	URGMB5	G12MB3	G2MB13	G12MB11	G2MB10	G12MB4	URGMB4	URGMB6	G12MB1	G2MB15	URGMB14	AGMB2	AGMB7	UNKGMB35	URGMB3	LSGMB19	FRCMB4	AGMB1	FRCMB1	UNKGMB18	UNKGMB23	UNKGMB17	AGMB5	UNKGMB22	UNKGMB4	UNKGMB15	G12MB5	G12MB16	G2MB4	UNKGMB9	G2MB8	G2MB2	UNKGMB11	URGMB8	URGMB7	G12MB9	URGMB9	AGMB3	G12MB6	G12MB8	FRCMB2	URGMB10	FRCMB3	AGMB4	URGMB1	FRCMB5	G2MB1
k__Archaea;p__Euryarchaeota	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	930.0	0.0	1.0	462.0	0.0	0.0	0.0	2135.0	0.0	4016.0	591.0	0.0	612.0	301.0	0.0	579.0	1.0	0.0	0.0	193.0	0.0	0.0	0.0	0.0	1.0	1396.0	508.0	0.0	548.0	258.0	0.0	0.0	5.0	0.0	1407.0	641.0	665.0	496.0	1198.0	543.0	862.0	612.0	1292.0	343.0	702.0	914.0	1197.0	1256.0	50.0	197.0	571.0	283.0	0.0	682.0	0.0	0.0	860.0	0.0	0.0	0.0	0.0	412.0	0.0	0.0	0.0	752.0	25.0	189.0	0.0	905.0	1128.0	0.0	279.0	885.0	109.0	493.0	1675.0	882.0	230.0	0.0	41.0	0.0	357.0	343.0	1347.0	1057.0
k__Bacteria;p__Acidobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria	286.0	841.0	756.0	591.0	543.0	382.0	469.0	1004.0	108.0	155.0	635.0	196.0	543.0	663.0	580.0	199.0	663.0	1910.0	280.0	248.0	177.0	199.0	546.0	2638.0	2156.0	712.0	732.0	401.0	53.0	184.0	239.0	353.0	404.0	335.0	173.0	268.0	278.0	97.0	163.0	380.0	206.0	122.0	588.0	394.0	392.0	2420.0	230.0	95.0	550.0	289.0	527.0	445.0	211.0	241.0	255.0	135.0	308.0	213.0	208.0	272.0	270.0	165.0	136.0	246.0	277.0	320.0	112.0	123.0	271.0	150.0	180.0	169.0	415.0	105.0	92.0	144.0	2567.0	269.0	705.0	133.0	635.0	900.0	851.0	343.0	209.0	113.0	235.0	232.0	157.0	520.0	149.0	243.0	53.0	156.0	259.0	249.0	29.0	9498.0	1849.0	1351.0	288.0	162.0	247.0	355.0
k__Bacteria;p__Bacteroidetes	439.0	234.0	1050.0	333.0	360.0	836.0	983.0	122.0	3200.0	1041.0	315.0	1638.0	347.0	263.0	71.0	969.0	134.0	369.0	33.0	1162.0	238.0	491.0	1126.0	535.0	140.0	142.0	235.0	66.0	198.0	2853.0	154.0	54.0	1198.0	158.0	1607.0	292.0	1891.0	775.0	149.0	904.0	417.0	734.0	152.0	713.0	176.0	705.0	274.0	1156.0	273.0	1024.0	705.0	981.0	3192.0	218.0	324.0	238.0	683.0	1171.0	70.0	307.0	123.0	586.0	44.0	377.0	617.0	47.0	504.0	292.0	143.0	296.0	534.0	515.0	487.0	361.0	21.0	901.0	546.0	766.0	776.0	1083.0	2010.0	96.0	383.0	1757.0	65.0	190.0	167.0	2907.0	59.0	182.0	212.0	1256.0	303.0	238.0	182.0	1208.0	187.0	382.0	156.0	9927.0	114.0	268.0	112.0	234.0
k__Bacteria;p__Chloroflexi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria	25.0	2.0	33.0	48.0	22.0	14.0	21.0	36.0	2.0	10.0	44.0	33.0	44.0	22.0	37.0	3.0	25.0	37.0	14.0	5.0	21.0	5.0	48.0	66.0	23.0	1.0	51.0	4.0	11.0	7.0	8.0	30.0	11.0	3.0	2.0	9.0	41.0	28.0	10.0	14.0	113.0	37.0	42.0	10.0	7.0	28.0	6.0	26.0	17.0	12.0	11.0	23.0	6.0	54.0	6.0	41.0	27.0	20.0	7.0	95.0	3.0	64.0	6.0	26.0	15.0	3.0	73.0	21.0	30.0	12.0	116.0	18.0	25.0	9.0	2.0	13.0	9.0	64.0	47.0	17.0	33.0	48.0	20.0	6.0	7.0	16.0	6.0	92.0	15.0	14.0	24.0	36.0	67.0	6.0	11.0	4.0	45.0	204.0	2.0	0.0	1.0	15.0	63.0	7.0
k__Bacteria;p__Elusimicrobia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes	73756.0	48201.0	52877.0	59792.0	62529.0	47172.0	69537.0	65636.0	50731.0	46521.0	59416.0	69701.0	67598.0	69992.0	57860.0	55927.0	44744.0	72867.0	42075.0	67221.0	55963.0	32686.0	62612.0	54085.0	59965.0	25563.0	59134.0	28248.0	31617.0	59391.0	22612.0	33539.0	55067.0	40343.0	79789.0	58347.0	47848.0	25758.0	55188.0	57234.0	63581.0	52367.0	56437.0	31625.0	34953.0	56463.0	34160.0	22680.0	51486.0	56519.0	52158.0	66729.0	29381.0	33551.0	17010.0	36014.0	34262.0	29505.0	46697.0	35302.0	25804.0	31854.0	47008.0	34772.0	40997.0	24673.0	27541.0	23811.0	33291.0	35004.0	59554.0	31450.0	59455.0	49354.0	25200.0	48271.0	63368.0	37734.0	70993.0	33527.0	57509.0	61393.0	58531.0	32772.0	14111.0	38269.0	56091.0	33526.0	37563.0	49181.0	35736.0	26546.0	23040.0	36209.0	36574.0	30037.0	17458.0	33477.0	19432.0	11337.0	28607.0	34019.0	24821.0	37452.0
k__Bacteria;p__Gemmatimonadetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
